Date,Open,High,Low,Close,Volume
2025-10-17,180.18,184.1,179.75,183.22,173140000
2025-10-16,182.23,183.28,179.77,181.81,179720000
2025-10-15,184.8,184.87,177.29,179.83,214450000
2025-10-14,184.77,184.8,179.7,180.03,205640000
2025-10-13,187.96,190.11,185.96,188.32,153480000
2025-10-10,193.51,195.62,182.05,183.16,268770000
2025-10-09,192.23,195.3,191.06,192.57,183000000
2025-10-08,186.57,189.6,186.54,189.11,130169999
2025-10-07,186.23,189.06,184.0,185.04,140090000
2025-10-06,185.5,187.23,183.33,185.54,157680000
2025-10-03,189.19,190.36,185.38,187.62,137600000
2025-10-02,189.6,191.05,188.06,188.89,136810000
2025-10-01,185.24,188.14,183.9,187.24,173840000
2025-09-30,182.08,187.35,181.48,186.58,236980000
2025-09-29,180.43,184.0,180.32,181.85,193060000
2025-09-26,178.17,179.77,174.93,178.19,148570000
2025-09-25,174.48,180.26,173.13,177.69,191590000
2025-09-24,179.77,179.78,175.4,176.97,143560000
2025-09-23,181.97,182.42,176.21,178.43,192560000
2025-09-22,175.3,184.55,174.71,183.61,269640000
2025-09-19,175.77,178.08,175.18,176.67,237180000
2025-09-18,173.98,177.1,172.96,176.24,191760000
2025-09-17,172.64,173.2,168.41,170.29,211840000
2025-09-16,177.0,177.5,174.38,174.88,140740000
2025-09-15,175.67,178.85,174.51,177.75,147060000
2025-09-12,177.77,178.6,176.45,177.82,124910000
2025-09-11,179.68,180.28,176.48,177.17,151160000
2025-09-10,176.64,179.29,175.47,177.33,226850000
2025-09-09,169.09,170.98,166.74,170.76,157550000
2025-09-08,167.55,170.96,167.35,168.31,163770000
2025-09-05,168.03,169.03,164.07,167.02,224440000
2025-09-04,170.57,171.86,169.41,171.66,141670000
2025-09-03,171.06,172.41,168.88,170.62,164420000
2025-09-02,170.0,172.38,167.22,170.78,231160000
2025-08-29,178.11,178.15,173.15,174.18,243260000
2025-08-28,180.82,184.47,176.41,180.17,281790000
2025-08-27,181.98,182.49,179.1,181.6,235520000
2025-08-26,180.05,182.39,178.81,181.77,168690000
2025-08-25,178.35,181.91,176.57,179.81,163010000
2025-08-22,172.61,178.59,171.2,177.99,172790000
2025-08-21,174.85,176.9,173.81,174.98,140040000
2025-08-20,175.16,176.0,168.8,175.4,215140000
2025-08-19,182.43,182.5,175.49,175.64,185230000
2025-08-18,180.6,182.94,180.59,182.01,132009999
2025-08-15,181.88,181.9,178.04,180.45,156600000
2025-08-14,179.75,183.02,179.46,182.02,129550000
2025-08-13,182.62,183.97,179.35,181.59,179870000
2025-08-12,182.96,184.48,179.46,183.16,145730000
2025-08-11,182.05,183.84,180.25,182.06,138320000
2025-08-08,181.55,183.3,180.4,182.7,123400000
2025-08-07,181.57,183.88,178.79,180.77,151880000
2025-08-06,176.32,179.9,176.25,179.42,137190000
2025-08-05,179.62,180.26,175.9,178.26,156410000
2025-08-04,175.16,180.2,174.52,180.0,148170000
2025-08-01,174.09,176.54,170.89,173.72,204530000
2025-07-31,182.9,183.3,175.93,177.87,221690000
2025-07-30,176.51,179.89,176.04,179.27,174310000
2025-07-29,177.96,179.38,175.02,175.51,154080000
2025-07-28,174.02,177.0,173.97,176.75,140020000
2025-07-25,173.61,174.72,172.96,173.5,122320000
2025-07-24,172.44,173.83,171.3,173.74,128979999
2025-07-23,169.53,171.26,167.97,170.78,154080000
2025-07-22,171.34,171.39,164.58,167.03,193110000
2025-07-21,172.75,173.38,171.0,171.38,123130000
2025-07-18,173.64,174.25,171.26,172.41,146460000
2025-07-17,172.02,174.16,170.83,173.0,160840000
2025-07-16,171.06,171.75,168.9,171.37,158830000
2025-07-15,171.19,172.4,169.2,170.7,230630000
2025-07-14,165.37,165.49,162.02,164.07,136980000
2025-07-11,163.71,167.89,163.47,164.92,193630000
2025-07-10,164.32,164.5,161.61,164.1,167700000
2025-07-09,161.22,164.42,161.16,162.88,183660000
2025-07-08,159.33,160.22,158.39,160.0,138130000
2025-07-07,158.2,159.31,157.34,158.24,140140000
2025-07-03,158.37,160.98,157.77,159.34,143720000
2025-07-02,152.98,157.6,152.97,157.25,171220000
2025-07-01,156.29,157.2,151.49,153.3,213140000
2025-06-30,158.4,158.66,155.96,157.99,194580000
2025-06-27,156.04,158.71,155.26,157.75,263230000
2025-06-26,155.98,156.71,154.0,155.02,198150000
2025-06-25,149.27,154.45,149.26,154.31,269150000
2025-06-24,145.56,147.96,145.5,147.9,187570000
2025-06-23,142.5,144.78,142.03,144.17,154310000
2025-06-20,145.45,146.2,142.65,143.85,242960000
2025-06-18,144.01,145.65,143.12,145.48,161490000
2025-06-17,144.49,145.22,143.78,144.12,139110000
2025-06-16,143.35,146.18,143.2,144.69,183130000
2025-06-13,142.48,143.58,140.85,141.97,180820000
2025-06-12,141.97,145.0,141.85,145.0,162360000
2025-06-11,144.61,144.99,141.87,142.83,167690000
2025-06-10,142.69,144.29,141.52,143.96,155880000
2025-06-09,143.19,145.0,141.94,142.63,185110000
2025-06-06,142.51,143.27,141.51,141.72,153990000
2025-06-05,142.17,144.0,138.83,139.99,232410000
2025-06-04,142.19,142.39,139.54,141.92,167120000
2025-06-03,138.78,142.0,137.95,141.22,225580000
2025-06-02,135.49,138.12,135.4,137.38,197660000
2025-05-30,138.71,139.62,132.92,135.13,333170000
2025-05-29,142.24,143.49,137.91,139.19,370620000
2025-05-28,136.02,137.25,134.79,134.81,304020000
2025-05-27,134.15,135.66,133.31,135.5,192950000
2025-05-23,130.0,132.68,129.16,131.29,198820000
2025-05-22,132.23,134.25,131.55,132.83,187340000
2025-05-21,133.06,137.4,130.59,131.8,270610000
2025-05-20,134.29,134.58,132.62,134.38,161510000
2025-05-19,132.39,135.87,132.39,135.57,193150000
2025-05-16,136.22,136.35,133.46,135.4,226540000
2025-05-15,134.29,136.3,132.66,134.83,226630000
2025-05-14,133.2,135.43,131.68,135.34,281180000
2025-05-13,124.98,131.22,124.47,129.93,330430000
2025-05-12,121.97,123.0,120.28,123.0,225020000
2025-05-09,117.35,118.23,115.21,116.65,132970000
2025-05-08,118.25,118.68,115.85,117.37,198430000
2025-05-07,113.04,117.68,112.28,117.06,207830000
2025-05-06,111.48,114.74,110.82,113.54,158530000
2025-05-05,112.9,114.67,112.66,113.82,133160000
2025-05-02,114.18,115.4,113.37,114.5,190190000
2025-05-01,113.08,114.94,111.3,111.61,236120000
2025-04-30,104.47,108.92,104.08,108.92,235040000
2025-04-29,107.67,110.2,107.44,109.02,170440000
2025-04-28,109.69,110.37,106.02,108.73,207710000
2025-04-25,106.85,111.92,105.73,111.01,251060000
2025-04-24,103.47,106.54,103.11,106.43,220820000
2025-04-23,104.52,104.8,102.02,102.71,247530000
2025-04-22,98.78,99.81,97.28,98.89,241000000
2025-04-21,98.77,99.44,95.04,96.91,288500000
2025-04-17,104.45,104.47,100.05,101.49,292520000
2025-04-16,104.55,106.79,100.45,104.49,397020000
2025-04-15,110.97,113.61,110.5,112.2,228970000
2025-04-14,114.11,114.29,109.07,110.71,264709999
2025-04-11,108.5,111.55,107.48,110.93,313420000
2025-04-10,109.37,110.86,99.15,107.57,437810000
2025-04-09,98.89,115.1,97.53,114.33,612920000
2025-04-08,103.81,105.85,94.46,96.3,476240000
2025-04-07,87.46,101.75,86.62,97.64,611040000
2025-04-04,98.91,100.13,92.11,94.31,532270000
2025-04-03,103.51,105.63,101.6,101.8,338770000
2025-04-02,107.29,111.98,106.79,110.42,220600000
2025-04-01,108.51,110.2,106.47,110.15,222610000
2025-03-31,105.13,110.96,103.65,108.38,299210000
2025-03-28,111.49,112.87,109.07,109.67,229870000
2025-03-27,111.35,114.45,110.66,111.43,236900000
2025-03-26,118.73,118.84,112.71,113.76,296430000
2025-03-25,120.54,121.29,118.92,120.69,167450000
2025-03-24,119.88,122.22,119.34,121.41,228450000
2025-03-21,116.94,117.99,115.42,117.7,266500000
2025-03-20,116.55,120.2,116.47,118.53,248830000
2025-03-19,117.27,120.44,115.68,117.52,273430000
2025-03-18,118.0,119.02,114.54,115.43,299690000
2025-03-17,122.74,122.89,118.03,119.53,255500000
2025-03-14,118.61,121.88,118.15,121.67,277590000
2025-03-13,117.03,117.76,113.79,115.58,299030000
2025-03-12,114.12,116.76,112.88,115.74,323860000
2025-03-11,106.99,112.24,104.77,108.76,354870000
2025-03-10,109.9,111.85,105.46,106.98,366490000
2025-03-07,111.25,113.48,107.56,112.69,341760000
2025-03-06,113.53,115.35,110.22,110.57,321180000
2025-03-05,117.58,118.28,114.51,117.3,284340000
2025-03-04,110.64,119.31,110.11,115.99,398160000
2025-03-03,123.51,123.7,112.28,114.06,411380000
2025-02-28,118.02,125.09,116.4,124.92,389090000
2025-02-27,135.0,135.01,120.01,120.15,443180000
2025-02-26,129.99,133.73,128.49,131.28,322550000
2025-02-25,129.98,130.2,124.44,126.63,271430000
2025-02-24,136.56,138.59,130.08,130.28,251380000
2025-02-21,140.04,141.46,134.03,134.43,228220000
2025-02-20,140.03,140.66,136.79,140.11,143900000
2025-02-19,139.51,141.36,137.22,139.23,167540000
2025-02-18,141.27,143.44,137.93,139.4,219180000
2025-02-14,136.48,139.25,135.5,138.85,195480000
2025-02-13,131.55,136.5,131.17,135.29,197430000
2025-02-12,130.02,132.24,129.08,131.14,160280000
2025-02-11,132.58,134.48,131.02,132.8,178900000
2025-02-10,130.09,135.0,129.96,133.57,216990000
2025-02-07,129.22,130.37,125.0,129.84,228190000
2025-02-06,127.42,128.77,125.21,128.68,251480000
2025-02-05,121.76,125.0,120.76,124.83,263110000
2025-02-04,116.96,121.2,116.7,118.65,256550000
2025-02-03,114.75,118.57,113.01,116.66,371240000
2025-01-31,123.78,127.85,119.19,120.07,390370000
2025-01-30,123.1,125.0,118.1,124.65,392930000
2025-01-29,126.5,126.89,120.05,123.7,467120000
2025-01-28,121.81,129.0,116.25,128.99,579670000
2025-01-27,124.8,128.4,116.7,118.42,818830000
2025-01-24,148.37,148.97,141.88,142.62,234660000
2025-01-23,145.05,147.23,143.72,147.22,155920000
2025-01-22,144.66,147.79,143.67,147.07,237650000
2025-01-21,139.16,141.83,137.09,140.83,197750000
2025-01-17,136.69,138.5,135.46,137.71,201190000
2025-01-16,138.64,138.75,133.49,133.57,209240000
2025-01-15,133.65,136.45,131.29,136.24,185220000
2025-01-14,136.05,136.38,130.05,131.76,195590000
2025-01-13,129.99,133.49,129.51,133.23,204810000
2025-01-10,137.45,139.92,134.22,135.91,207600000
2025-01-08,142.58,143.95,137.56,140.11,227350000
2025-01-07,153.03,153.13,140.01,140.14,351780000
2025-01-06,148.59,152.16,147.82,149.43,265380000
2025-01-03,140.01,144.9,139.73,144.47,229320000
2025-01-02,136.0,138.88,134.63,138.31,198250000
